population,average_monthly_income,daily_foot_traffic,nearby_competitors,monthly_rent,distance_to_mall_km,nearby_retail_stores,estimated_monthly_customers,average_purchase_value,monthly_operating_cost,local_demand_score,target_age_group_score,profitable
440562,9759.13,23251,9,9723.47,4.25,36,2013,376.9,18045.46,1.4,4.0,1
215735,1681.52,24788,12,15964.42,4.89,21,3500,40.0,25000.0,9.9,7.4,0
151559,7271.69,14361,14,1526.78,5.1,119,1789,233.23,12813.44,4.2,3.1,0
272299,10506.52,18975,7,2080.86,10.51,49,3500,400.11,4125.66,3.0,7.2,1
133950,6478.07,15532,10,2276.0,7.16,53,3500,104.46,13325.49,5.4,5.5,1
339638,1543.12,5099,2,14889.68,7.81,91,1560,93.76,23271.06,3.6,1.8,0
86229,1615.64,12774,5,10522.17,8.92,150,3500,40.0,11704.61,3.1,4.5,0
114648,5874.68,12718,5,8009.06,11.56,79,3500,269.33,10360.46,6.5,8.8,1
48547,3127.59,24292,9,3006.72,1.45,127,3500,155.05,14648.19,1.7,9.9,1
38795,8476.73,3477,2,14912.56,11.68,128,985,311.88,21196.91,5.6,4.3,0
196368,8942.39,17726,11,7099.38,8.49,56,2972,407.72,18360.68,4.5,1.5,1
31447,3367.74,4293,11,6041.16,10.07,145,1543,171.87,9234.6,5.8,2.2,0
177670,10829.6,2159,14,13394.06,4.98,92,311,417.74,13113.24,3.9,8.1,0
445030,6140.03,5662,11,11621.21,6.2,88,1342,224.51,13402.21,6.1,6.9,1
231823,2999.88,11205,6,7885.8,3.54,110,1620,174.86,14192.05,1.7,3.6,0
266190,9524.64,23330,10,13188.26,14.69,96,2184,392.59,19353.41,4.4,4.5,1
216402,9794.73,16540,3,6153.21,7.51,103,3500,444.02,18072.68,3.1,8.3,1
262419,8212.6,4770,4,16101.77,14.94,25,792,209.06,24192.02,4.9,4.7,0
239817,10461.39,13786,8,5357.06,7.4,10,3239,423.38,19160.73,4.6,7.8,1
360104,9242.42,4103,5,4017.92,3.37,57,934,290.83,6237.69,6.7,3.7,1
335422,10763.16,14272,15,15866.35,7.66,91,3178,429.24,16385.95,6.7,7.5,1
65077,6055.82,23648,9,14449.95,0.69,90,2294,277.92,14656.58,4.7,5.2,1
122782,9349.77,18100,14,4470.14,13.58,141,3476,460.95,12576.07,2.6,5.9,1
112932,11997.39,2791,12,3208.67,12.3,100,847,432.99,8036.13,6.2,6.4,1
475122,9111.78,13623,3,16929.58,10.91,117,2105,338.19,24430.89,9.7,5.1,1
412744,2698.93,4311,7,15755.37,9.19,75,833,103.18,16329.28,2.7,5.2,0
497028,6942.35,13847,15,7217.89,8.74,47,2882,228.97,9115.8,1.6,3.4,1
453316,7667.15,21877,8,13505.75,14.95,38,3500,355.61,18786.75,3.4,9.9,1
382013,3329.21,14351,9,3359.04,4.24,50,3500,129.66,9573.91,4.7,9.2,1
411395,11610.36,16013,4,10633.91,11.72,36,1442,470.51,21286.27,3.8,5.7,1
320925,3343.59,5642,1,1355.88,8.76,148,1803,164.75,13972.91,8.5,1.3,1
196339,3364.36,23746,14,8440.44,14.64,5,3500,130.99,10278.92,5.4,2.5,0
485595,11109.25,23417,14,2422.01,12.43,24,3500,403.49,14497.8,3.2,8.7,1
427168,6384.66,12694,5,10027.8,14.98,76,2536,252.24,17356.38,9.6,9.4,1
325942,2163.48,8026,10,9011.95,8.87,15,2306,43.73,15755.82,2.1,2.5,0
108696,7780.97,19862,14,9443.32,3.15,111,3500,316.64,10786.58,2.1,7.6,1
60939,7819.18,22231,11,1861.29,7.6,47,3500,362.61,13104.23,3.2,6.6,1
301660,2177.26,14013,7,7870.71,10.7,14,3500,40.0,9071.81,1.7,3.7,0
197598,11711.49,12584,12,15373.19,11.64,12,3500,391.84,17908.55,7.8,4.9,1
151521,7212.31,24817,4,8009.37,0.11,23,3500,290.95,9648.11,3.8,7.1,1
60290,7377.86,13849,0,14588.27,7.62,59,3500,256.72,20570.59,7.6,1.9,1
398832,6961.21,15568,7,8020.1,3.6,7,1408,280.04,16804.07,7.9,2.7,1
358805,7912.68,5095,8,9041.55,13.14,57,461,332.53,20814.36,3.1,1.3,0
345098,4275.15,15902,0,11713.95,2.38,48,3500,63.82,20911.49,5.7,9.1,0
294890,4516.03,23095,7,19062.96,10.03,100,3500,215.13,25000.0,5.7,6.2,1
77990,6869.06,10455,9,3068.35,4.06,52,1107,216.28,14347.03,8.8,5.7,0
68810,9970.2,19054,11,1625.36,5.41,58,3500,397.69,7175.24,1.2,7.4,1
128362,2023.58,14496,1,12551.19,14.11,148,1280,47.97,19159.55,3.9,9.9,0
486513,7835.74,19905,3,19032.84,3.68,96,3500,285.83,23179.49,8.9,2.6,1
156295,9971.17,24720,12,19804.74,1.52,148,3500,483.54,25000.0,3.1,2.2,1
475453,3147.63,1685,14,10199.12,1.13,55,474,141.87,17596.46,2.2,3.7,0
143669,1657.74,3785,14,9893.55,7.62,22,657,111.54,19042.15,6.2,9.1,0
206749,4783.49,3947,1,13254.31,9.66,130,1414,198.89,13683.02,3.8,4.7,0
274803,7675.51,20875,1,11557.06,4.98,10,3500,338.02,20953.33,5.2,8.1,1
96516,2951.97,11162,9,13047.67,10.38,138,3400,138.95,14306.8,8.4,2.8,1
84567,5974.28,5399,2,17605.99,1.01,82,1409,251.69,16425.49,5.7,5.4,0
287181,7299.38,16560,13,15179.82,12.87,86,3500,347.33,20889.63,5.6,2.1,1
136498,7788.27,2435,7,10440.67,12.27,84,746,319.36,17911.74,3.5,4.7,0
187810,4381.32,9945,3,9775.42,14.78,92,2146,289.51,10273.4,8.1,3.4,1
474894,5700.31,9774,6,13152.43,14.05,17,1662,276.04,19221.77,7.7,5.9,1
22109,9672.56,10835,11,9658.42,5.41,69,2867,329.93,16676.15,3.1,8.0,1
294154,11382.75,18169,9,9697.81,6.05,68,3500,446.48,10440.68,3.9,9.4,1
280931,10549.74,9045,2,1309.81,11.21,18,2250,441.84,12298.46,8.1,3.6,1
249472,7424.98,7979,9,4307.22,2.1,149,1300,299.22,8179.54,4.2,7.7,1
149544,5808.07,5755,11,10281.76,4.78,125,1085,266.67,20553.38,4.6,9.0,0
256183,4996.04,18769,13,16630.42,1.87,81,3500,239.69,19345.02,4.3,2.1,0
164455,2812.04,5562,14,6295.81,6.88,17,1734,44.5,13249.25,2.5,6.3,0
333853,2618.79,7566,13,10930.23,8.32,77,2186,168.81,22338.25,4.1,6.5,0
473001,8727.76,11212,15,7554.28,3.25,138,1072,324.27,18523.76,8.2,3.5,1
254325,4227.84,16491,12,2991.28,0.5,10,2204,139.32,14557.25,5.4,1.2,0
44518,4173.95,3522,10,19207.67,10.82,125,239,137.0,19451.78,5.1,3.3,0
63909,11981.05,22149,13,17238.8,0.4,98,1382,519.67,16416.89,2.4,6.3,0
290495,3473.22,2047,2,2491.36,14.6,61,261,125.58,11867.95,2.6,2.8,0
210696,3054.63,12710,1,14675.96,3.4,57,3500,89.01,19079.76,1.4,3.6,0
456546,2536.19,4704,12,7604.02,9.99,50,1559,80.25,19901.22,1.1,7.4,0
25282,7587.96,8090,11,19902.15,6.58,82,1436,213.78,22466.43,5.4,4.6,0
488082,8092.57,1868,5,6745.57,0.99,136,428,281.59,12733.58,4.7,1.6,0
249017,5334.89,12029,5,5536.03,7.14,38,3270,151.42,13266.83,3.5,4.6,1
424994,7121.84,18641,0,11789.92,7.8,46,3500,271.42,21785.14,9.9,10.0,1
427480,9778.2,16445,6,16867.4,12.83,82,3500,424.34,18981.81,4.6,3.3,1
462891,10090.09,10209,11,4657.86,11.01,68,788,431.3,17969.96,8.1,3.4,0
277219,11558.08,14144,13,14478.65,1.28,149,1902,525.16,20601.89,2.9,2.5,1
479164,10154.81,5417,13,2166.73,3.22,122,405,457.89,14666.09,3.2,3.4,0
189526,7430.84,20368,3,18459.76,4.75,34,3500,270.8,23600.85,6.1,6.2,1
38365,3386.4,12377,12,2540.42,1.83,97,3381,136.41,14068.25,1.0,9.7,1
475982,2547.52,13724,10,18370.4,6.91,11,2093,100.27,17364.79,1.2,6.5,0
451416,2072.37,3552,11,10325.34,14.77,27,1123,40.0,20650.03,2.3,4.7,0
283146,8498.52,8882,2,9513.73,7.77,40,1739,279.08,16422.46,3.0,4.5,1
286091,9979.13,17816,12,19492.83,11.15,146,3500,390.8,23436.67,5.8,1.2,1
220294,6841.18,21121,12,19817.3,10.28,120,1270,265.0,19304.77,7.2,1.0,0
366984,2074.5,7740,7,13353.38,12.76,85,719,108.6,22323.02,3.8,8.2,0
126219,7122.44,3738,1,3415.27,3.31,29,563,308.08,6437.34,3.2,5.4,0
350754,11325.37,10907,8,10617.23,11.33,119,738,364.48,12993.92,8.4,1.3,0
324286,7774.94,1065,12,11054.1,13.23,98,314,336.93,12486.78,2.5,3.6,0
66307,9998.99,22262,7,10774.48,2.66,53,1688,408.89,10705.07,7.1,4.2,1
145565,9901.6,6058,15,11820.34,5.27,31,1725,427.23,20061.15,9.4,8.0,1
265095,11287.36,16875,7,1355.77,14.55,99,1279,504.84,6605.59,3.1,4.9,1
322229,9587.4,17627,12,14513.32,11.73,18,2394,376.35,15553.77,1.8,8.1,1
44228,9350.86,11603,2,14535.49,4.31,126,3500,436.31,17788.03,9.8,6.7,1
220748,3958.08,15674,12,3193.93,8.5,52,3500,113.85,11043.24,3.4,1.3,0
455091,2129.21,9222,3,11834.55,6.12,132,1700,40.0,18012.0,3.5,9.7,0
434871,6934.79,22293,1,11798.86,7.4,89,3500,298.83,16212.64,5.4,2.6,1
53472,2806.56,9253,1,13966.56,5.39,96,2295,93.82,19607.37,3.1,3.5,0
321581,11603.06,6129,3,2622.56,4.26,19,1132,477.2,9653.49,9.9,8.3,1
452632,4544.21,6818,5,12903.56,10.15,55,2051,281.42,23017.5,1.4,2.7,0
331855,10455.91,801,4,6334.29,11.7,58,119,437.91,7452.41,5.1,4.6,0
147888,5570.06,20651,14,10633.06,13.12,143,2886,233.41,21790.84,5.9,8.8,1
87175,4893.54,21164,0,15693.15,2.41,112,3500,152.28,17725.42,5.2,6.7,1
74307,11319.17,8006,15,14407.27,12.36,79,1418,367.77,22908.98,5.7,3.7,0
318877,5314.89,9201,12,3259.16,3.9,32,927,208.97,9872.84,9.9,6.8,1
400346,5598.02,7462,9,12232.51,6.47,132,598,277.26,15612.34,8.9,8.3,0
105028,2613.96,5929,0,19413.21,13.53,74,1757,88.41,25000.0,3.8,4.6,0
152312,8539.69,16366,14,3978.62,6.87,100,3500,361.66,15178.39,6.0,6.1,1
102493,4532.81,7748,5,17205.23,3.04,144,1422,252.64,21613.36,1.0,9.9,0
135149,7648.84,20329,2,14348.41,2.48,107,3500,376.03,19543.93,4.7,9.7,1
239416,7709.19,2703,2,15706.06,7.15,91,495,329.81,15329.98,2.5,5.6,0
212435,9051.6,19718,6,6357.21,11.46,109,3500,370.57,19097.72,7.4,1.9,1
173834,9325.04,2979,12,6469.89,14.96,113,991,297.07,18185.57,3.0,7.3,0
280403,6901.75,21740,12,18214.37,11.83,85,3500,244.56,21745.4,7.7,3.4,1
191211,4975.42,10886,0,7836.81,13.17,49,2322,184.98,18213.81,3.8,7.0,1
400919,10293.23,934,0,2197.29,11.24,116,247,369.11,7830.46,9.3,4.2,1
286993,4753.59,10730,13,12411.34,13.44,64,1975,202.57,21424.56,5.0,7.5,0
353912,6828.85,2206,12,3371.54,1.24,75,561,368.74,11414.22,8.6,4.3,1
378252,5713.15,6225,9,16135.33,13.96,17,854,304.41,20898.23,6.7,9.5,0
361853,10478.32,18788,2,13193.18,6.01,82,3500,431.33,13289.34,9.8,2.2,1
327013,6035.14,23902,13,17619.8,13.83,129,2937,280.38,25000.0,7.7,1.6,1
399032,5554.04,4459,7,15911.91,1.23,102,319,185.73,25000.0,7.5,8.0,0
73095,8743.15,15021,0,3130.16,10.76,95,3500,422.93,14818.17,3.4,4.6,1
127886,7825.63,11643,15,8240.34,11.06,93,3500,234.93,12556.18,5.5,5.2,1
343054,2626.09,7325,9,15716.64,14.95,103,496,150.69,18337.98,3.6,9.4,0
489926,6835.77,6847,12,8929.49,11.56,77,813,298.21,16595.1,1.2,6.3,0
295711,9222.52,13341,3,19474.94,5.8,74,2642,331.11,25000.0,7.4,6.9,1
45292,11916.79,23040,8,14979.07,8.4,43,3500,466.23,25000.0,3.1,1.2,1
84813,8106.04,3213,13,1294.5,5.56,31,358,267.53,6531.68,4.6,7.0,1
107136,5388.08,12061,3,17719.73,3.02,44,929,160.94,24072.18,3.6,4.5,0
61631,3874.59,23078,9,2915.29,3.8,127,3500,75.43,13742.97,2.8,5.1,0
19885,10664.72,13287,7,3669.95,3.41,35,3500,464.96,7879.06,1.6,8.3,1
462875,10052.93,7012,6,14955.36,8.28,135,495,462.38,19261.38,4.0,5.7,0
195378,3956.19,23751,2,17434.4,13.6,19,3500,50.16,18384.69,1.7,9.9,0
338458,3606.64,20611,6,11190.64,13.7,74,3500,236.18,20038.28,5.9,8.2,1
337231,9008.94,11096,14,6491.94,0.92,15,1101,359.76,18422.76,1.2,7.6,0
432381,4807.0,20430,6,7675.0,1.29,34,2672,206.77,19547.95,9.5,6.3,1
462145,4717.19,15682,9,7514.9,3.75,39,3460,115.07,16723.08,9.7,4.7,1
470244,3099.05,19187,2,7206.88,3.9,116,3500,190.0,12278.48,3.7,1.5,1
368142,4271.74,20565,1,5615.28,1.51,47,3007,180.88,15085.75,3.3,1.2,1
59812,5988.83,24736,14,12568.47,5.89,97,3500,296.49,23290.24,1.9,1.4,0
191572,9194.8,3721,8,18107.7,8.86,123,670,428.83,24622.29,9.1,9.6,0
482367,5031.23,21258,14,6834.57,8.71,7,3500,267.99,12835.25,6.3,3.9,1
330787,4950.35,1582,0,4547.19,8.2,94,129,165.6,17595.19,6.5,7.3,0
54900,4491.59,9137,13,16932.98,5.15,82,2100,169.27,25000.0,9.1,6.3,0
446162,6521.98,13623,6,15093.88,10.63,87,3500,230.29,25000.0,9.2,6.1,1
411067,3396.69,13542,3,18685.9,12.41,89,3500,180.62,25000.0,8.5,6.2,1
288432,6599.12,14633,1,4144.87,5.26,128,3500,280.61,10435.46,8.0,3.7,1
82692,8893.84,18476,14,3740.77,1.37,81,3214,409.21,16167.92,8.9,9.0,1
470796,1812.8,6108,1,11287.16,4.52,109,1121,128.15,18444.27,8.9,9.3,0
410584,1602.68,6026,7,12674.24,2.15,57,997,40.0,12635.46,4.3,6.8,0
357580,2288.79,22063,6,10123.3,7.06,48,3500,159.09,18364.51,9.8,8.8,1
237208,7124.43,6972,11,12380.37,2.42,50,1965,332.52,18022.34,7.4,1.5,1
56403,10471.78,3275,6,4427.22,7.0,41,1002,400.41,9118.79,4.3,1.9,1
101170,1551.29,16328,4,10112.66,3.39,42,3020,79.54,22705.11,5.0,6.0,0
281312,11334.94,12508,13,13503.76,11.11,113,3440,447.21,13518.93,7.2,8.6,1
489713,2615.92,18474,15,9221.42,0.51,113,3500,135.44,21673.54,4.2,3.8,0
322023,10340.83,22888,9,13909.5,8.37,92,3500,395.06,15198.07,8.4,5.9,1
69871,6569.98,15555,7,9572.63,2.63,15,3500,286.75,14558.95,2.3,1.1,1
492604,8423.25,24114,13,7338.39,0.11,97,3500,340.3,13294.77,9.2,9.9,1
42174,6862.17,19115,1,6768.5,13.05,68,3500,252.88,16918.07,3.7,7.9,1
240823,6509.01,5618,1,8807.14,10.11,130,646,269.87,11848.63,2.4,4.3,0
233563,10266.44,23338,4,1438.7,1.57,116,2266,545.98,15970.28,8.7,9.8,1
147653,9436.81,8460,14,13701.98,9.99,109,1740,343.2,22698.74,3.2,1.8,0
120155,6575.72,18445,0,17057.01,9.21,66,1989,250.53,25000.0,8.6,5.2,1
343997,2672.18,12964,5,7737.91,7.15,65,3022,73.48,9573.9,3.7,1.5,0
336190,2711.73,20530,3,1874.63,6.35,94,3500,80.31,9691.76,9.4,4.0,1
321822,9916.16,8096,5,19748.74,13.32,16,1762,437.44,25000.0,3.0,3.0,0
298793,7058.6,7740,6,6010.27,3.75,141,549,318.14,10319.07,1.6,3.8,0
137795,6556.69,5442,12,3405.8,6.03,78,421,261.97,6614.63,9.4,9.5,1
98668,8645.95,20122,2,8025.3,5.0,111,1892,397.15,14730.37,2.5,4.8,1
223397,10517.84,14036,15,15032.58,11.59,134,1489,460.39,25000.0,9.5,3.9,1
155639,8103.17,2100,10,6584.42,13.76,140,750,316.01,13595.81,8.4,6.8,1
483620,9509.9,6200,12,11919.36,12.76,120,1013,303.7,16798.33,1.7,7.2,0
362050,9535.34,6571,7,8895.64,11.99,47,970,422.9,17570.05,5.0,9.9,1
249141,5240.75,10748,6,3237.52,14.8,150,813,218.11,16769.51,1.7,5.9,0
106019,4377.87,13023,12,7275.45,10.49,43,3264,176.23,8458.11,4.0,7.8,1
465160,9912.22,17593,0,14772.54,11.29,35,3500,373.19,15812.17,4.2,4.4,1
350146,5460.38,19855,5,12628.07,14.74,146,2236,255.65,13828.26,6.4,2.5,1
38803,10985.03,17677,6,3275.79,0.2,68,3500,456.83,5729.96,9.8,4.9,1
159302,2231.75,19983,15,4103.13,9.55,107,3500,77.43,9209.88,2.5,4.8,0
158934,2111.28,11547,13,13173.93,11.11,101,1491,40.0,15520.16,4.0,4.8,0
446571,11233.54,22914,10,16454.89,13.78,48,3500,502.74,22296.9,6.3,7.3,1
434475,8308.78,6265,14,7640.02,13.27,101,1237,362.6,12366.78,2.5,4.7,1
240147,5485.79,526,3,12310.9,12.65,6,100,232.2,17116.42,7.4,9.6,0
490661,9428.13,7193,13,4242.23,14.19,40,2196,244.29,17638.02,4.6,9.8,1
40795,8559.43,22206,1,6916.15,8.11,59,2060,340.48,9556.44,9.5,5.7,1
280914,7077.61,22835,15,1385.13,0.2,118,3500,271.04,8158.05,6.7,6.0,1
21093,2538.17,19985,9,15597.24,0.26,91,3500,70.6,17819.86,4.3,4.7,0
449787,10027.89,7109,8,8619.19,8.22,73,1426,438.83,16034.51,7.5,4.2,1
403409,10593.24,9814,15,16506.39,6.59,115,3125,459.47,24777.48,8.5,9.9,1
372455,3307.77,16758,6,14459.09,6.82,84,2102,154.15,24188.11,8.2,1.4,0
289713,10430.37,5809,15,16746.14,6.07,44,528,469.11,22095.77,3.4,4.7,0
283334,10717.4,511,0,6427.51,13.77,28,125,377.58,18255.92,4.8,2.4,0
334968,7269.0,24654,7,4517.07,5.45,121,2765,268.08,15819.64,5.1,7.5,1
183824,8389.88,15889,14,19466.21,12.86,108,1311,339.33,19614.02,4.5,2.8,0
173399,5513.49,22297,2,14629.23,13.55,66,3500,189.44,16893.96,3.8,9.0,1
314214,4458.81,14171,3,16846.8,7.54,11,1784,214.71,24209.81,7.8,4.4,0
489141,9080.82,6274,11,1249.53,6.76,42,1056,337.12,15671.95,1.1,9.3,1
50197,10549.69,17063,4,7734.77,11.44,123,2353,486.91,13077.5,3.6,9.9,1
12261,8367.81,1296,0,15113.52,10.65,90,114,288.15,17078.32,2.3,7.9,0
497121,6871.7,7779,14,2481.67,5.0,90,1774,381.47,15284.02,2.2,6.6,1
167584,3168.71,7688,5,11779.46,1.63,95,524,228.21,14018.52,3.5,2.3,0
409932,2061.32,24196,9,9152.38,4.05,125,3500,77.72,18388.21,7.9,9.4,1
358939,6179.76,2524,5,1334.71,2.05,101,410,304.5,3513.01,9.7,8.0,1
301077,2018.17,8166,1,5483.54,4.49,107,2193,60.71,6633.58,5.6,3.6,0
145450,7478.01,3717,10,6411.05,4.0,5,1127,349.78,12999.21,4.1,5.2,1
50583,5518.66,7084,9,3125.34,9.6,49,1018,211.95,13035.29,8.5,1.6,0
384226,9450.49,5785,5,12999.2,14.32,68,1647,313.75,14251.01,1.6,6.9,1
357515,4709.31,7870,7,5605.56,10.32,139,2438,40.0,16414.92,1.8,2.1,0
170105,7726.32,18403,5,6274.77,13.91,74,2436,295.62,8693.39,4.1,6.9,1
427216,7145.68,23495,3,18066.53,11.78,79,3500,299.78,23391.43,5.0,7.0,1
121032,1549.48,7356,14,9875.34,10.95,77,487,128.5,13908.16,8.2,3.9,0
216940,2260.09,2932,3,8450.43,6.27,77,367,92.23,18539.64,9.3,9.5,0
314748,4548.87,23341,8,14753.55,4.94,59,3500,232.1,24256.36,5.8,8.0,1
471552,10763.47,5366,15,18282.66,12.71,50,634,407.84,17485.31,5.5,5.5,0
367218,3043.66,14066,5,1475.69,13.59,101,3500,104.88,5684.41,2.9,9.3,1
236727,8964.39,5554,7,9516.54,6.83,141,1759,411.28,21217.61,5.1,8.7,1
83869,11720.35,9608,7,12604.85,0.24,19,3341,345.58,17486.85,9.3,7.2,1
277554,9800.96,18954,6,7052.7,11.91,148,3500,392.69,13839.73,4.5,2.4,1
355519,4050.93,2281,2,15675.75,4.35,29,801,142.04,16724.91,2.9,5.5,0
197116,11037.84,18400,9,19458.06,0.25,103,3376,509.54,25000.0,4.0,8.8,1
204387,2477.63,11562,0,18925.12,12.09,81,1450,72.69,25000.0,5.6,6.5,0
368199,6415.49,12274,4,6053.67,7.81,11,2629,282.45,6869.26,6.4,5.9,1
212416,10819.19,22375,15,5300.43,10.31,38,3500,478.84,13399.89,4.9,9.6,1
410012,8233.29,22833,12,19192.32,13.73,62,3500,254.7,25000.0,7.8,1.1,1
96716,5843.27,16458,14,9713.94,8.16,82,3500,226.76,15368.09,6.3,1.1,1
64245,4574.54,20174,9,4957.66,7.6,27,3500,161.4,11644.71,7.0,9.0,1
53056,5438.54,21454,9,14432.94,4.43,149,3500,264.86,18477.87,8.8,1.3,1
420925,6843.89,10138,14,6403.99,4.65,145,3500,307.51,7497.96,8.8,4.0,1
260736,4849.96,1879,1,6077.69,11.97,126,394,182.34,17135.84,2.8,9.3,0
330701,11674.16,10175,11,17705.73,6.79,31,1383,414.6,22102.79,6.6,7.2,1
289687,11297.32,24554,9,4087.1,2.54,70,3500,503.8,12173.53,7.4,6.8,1
440634,10642.05,10766,12,2223.47,1.51,105,1736,422.3,7102.68,2.3,6.9,1
235683,5929.21,17684,1,6114.54,7.15,136,3500,156.25,17085.17,8.6,3.9,1
368182,8758.67,15695,13,12531.96,7.03,98,1209,273.73,22344.3,2.6,5.8,0
419940,10979.71,11429,6,3338.67,9.84,71,1825,461.07,11858.91,8.2,6.7,1
275972,10429.51,5767,10,9960.3,7.12,146,509,353.39,21728.4,2.5,3.8,0
126656,5850.43,20379,12,12919.41,2.24,15,1744,327.0,13842.02,7.7,8.2,1
27087,2680.05,3757,2,17126.0,7.67,44,967,60.35,25000.0,2.3,3.9,0
415821,2294.12,23442,12,5367.52,13.61,135,3500,91.75,13555.61,4.4,1.6,0
303481,7559.17,12569,7,16529.58,2.48,5,3500,310.32,18226.84,2.3,2.8,1
146554,8247.59,1481,8,5463.22,10.38,13,318,293.43,8090.53,3.4,4.7,0
337477,10423.35,11168,13,13858.56,8.95,116,1660,304.94,16999.94,9.9,9.2,1
495757,4571.41,18972,12,9182.8,11.25,77,3500,192.4,20478.35,2.0,4.7,1
491512,3258.44,19836,7,3178.94,2.34,128,3500,92.68,14782.2,4.7,1.8,0
192024,5479.56,12156,5,14571.01,14.13,80,3500,225.01,22043.53,7.1,2.8,1
146535,5212.54,19010,4,5137.49,9.35,133,3500,202.39,7284.24,1.9,5.9,1
253236,2890.92,21696,2,4355.85,12.72,148,2389,128.8,17897.48,2.0,2.6,0
80448,8558.97,8563,2,7808.14,3.77,98,2236,420.45,12217.23,2.3,1.6,1
14648,6841.27,20745,6,13412.51,11.12,76,3500,246.34,20621.01,6.8,7.4,1
402720,9071.79,22787,12,5445.93,11.74,50,3500,339.43,16797.07,9.2,8.1,1
305767,5203.26,19475,4,4489.57,6.02,142,3500,124.84,7318.78,8.4,8.7,1
462372,4919.87,10165,11,1189.12,5.82,106,1708,187.04,11429.85,9.8,8.6,1
45634,6462.05,20206,13,9961.22,9.9,45,3500,278.98,10388.82,6.2,4.4,1
447818,10712.78,6937,5,9144.27,1.49,26,1173,404.34,10638.68,9.7,7.6,1
386742,1922.95,10875,13,5443.49,11.06,148,962,97.74,15755.66,3.7,6.3,0
321478,9950.74,3361,5,2019.39,0.74,87,659,389.15,5631.58,4.8,1.2,1
340792,5374.37,13342,8,9155.86,2.94,79,3190,149.86,15090.28,4.6,4.6,1
32054,10473.5,18539,0,15975.9,10.0,18,3379,434.54,18009.04,1.4,1.5,1
80028,9923.13,18639,7,14590.36,1.57,137,3303,386.63,19148.27,8.5,1.8,1
32207,5161.99,6727,9,17355.1,14.58,15,2059,212.62,16887.94,1.2,1.5,0
483866,8785.7,21522,12,1182.07,13.04,51,1483,323.08,12759.36,7.6,9.6,1
240893,3176.14,11924,12,19361.97,9.43,14,1773,94.28,18517.11,4.7,8.6,0
91554,10910.96,10143,4,7486.83,12.3,65,3079,444.31,18882.35,1.1,5.0,1
162458,5747.16,10810,12,19817.56,13.32,115,3500,218.36,25000.0,3.6,3.2,0
93276,6284.07,19451,5,5799.77,3.97,49,3500,337.58,12055.43,4.1,1.7,1
462734,8910.47,15733,5,9959.19,12.76,51,3500,396.36,21231.68,9.7,4.9,1
324925,10118.82,13700,0,7724.63,3.0,122,1640,432.0,10599.41,6.9,6.4,1
193852,3981.6,20007,2,7759.45,6.26,145,2529,150.39,11646.89,5.9,8.2,1
202512,8444.18,22048,11,17003.36,8.42,27,3500,236.47,17385.3,2.1,1.5,0
447415,5615.98,11032,5,15181.96,10.74,40,3500,184.26,19105.96,4.5,4.8,1
333179,5371.38,23965,13,19850.88,0.55,80,3040,182.49,25000.0,1.3,9.8,0
18210,8745.27,21791,14,12656.78,4.43,113,1695,336.06,14218.78,7.9,2.1,1
54363,5565.42,10180,13,9801.88,9.17,88,887,220.95,20644.2,2.5,4.6,0
252247,5134.14,21846,10,2711.4,5.42,84,3024,238.17,12643.56,6.3,3.5,1
88279,10276.83,11119,10,19934.67,11.65,18,3207,424.73,18153.32,7.3,2.2,1
201420,2563.4,7650,8,11479.08,9.81,70,1629,160.5,23466.84,4.3,8.6,0
196356,8596.87,2266,5,14309.07,3.59,20,446,328.28,25000.0,6.7,7.3,0
213196,4111.62,4049,15,8728.11,2.27,47,952,177.32,21006.2,7.9,4.7,0
209919,1662.73,19193,14,11406.6,9.47,106,3500,83.7,17647.9,2.7,4.3,0
425648,3251.02,10134,11,18908.98,6.81,117,883,142.33,19992.06,6.4,8.4,0
267324,7869.95,2476,12,4161.97,2.62,13,665,378.89,10416.02,7.6,1.8,0
205161,8945.84,16060,5,6555.08,4.96,86,3500,398.02,15228.55,4.2,2.3,1
458614,1721.11,12665,0,3889.13,4.62,114,1571,40.0,10036.18,2.5,9.2,0
240363,1882.47,24064,8,16052.1,1.71,102,3500,69.58,24047.91,3.6,8.4,0
144393,10976.69,2990,15,2178.86,8.25,88,806,438.37,14085.57,9.4,8.0,1
353492,2269.71,12495,3,2551.0,11.48,47,804,198.37,6762.91,4.2,6.6,1
440599,10888.91,21265,14,6671.39,8.67,70,2753,419.07,12601.36,2.0,3.6,1
385960,3895.74,12519,1,10769.58,12.41,136,3027,106.71,23066.34,1.7,9.4,1
219754,9270.19,22871,0,8719.22,2.0,127,3500,392.72,12222.86,2.6,5.4,1
133053,4752.2,7925,2,1851.51,6.59,113,1731,214.94,7985.03,2.1,3.5,1
482406,10516.9,13357,2,19192.34,9.18,106,1731,416.99,17817.46,5.5,4.3,1
193965,8854.78,20503,4,19104.52,10.17,139,3500,343.18,21604.37,4.1,1.2,1
176892,5719.04,22944,0,6307.77,10.47,90,3210,276.21,11868.32,8.6,3.3,1
338406,2301.18,9189,6,14898.99,10.96,88,1625,49.37,15217.05,8.9,2.7,0
144832,9193.35,4476,12,11992.93,9.81,8,764,350.69,11613.09,5.3,2.2,0
163262,7977.29,14705,0,5512.06,1.5,128,3500,292.98,13889.92,9.0,1.3,1
